city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_138,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Funded Startup,1,22,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000-11000,Public Sector,5,17,0.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,50-99,Pvt Ltd,0,42,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,100,0.0
city_10,Male,No relevent experience,no_enrollment,High School,STEM,7,50-99,Pvt Ltd,4,32,0.0
city_72,Male,Has relevent experience,no_enrollment,High School,STEM,5,1000-4999,Pvt Ltd,1,49,0.0
city_118,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,324,0.0
city_19,Male,No relevent experience,Full time course,Graduate,STEM,0,50-99,Pvt Ltd,1,21,1.0
city_145,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,29,0.0
city_114,Male,Has relevent experience,no_enrollment,Phd,STEM,21,50-99,Pvt Ltd,5,25,0.0
city_67,Male,No relevent experience,Part time course,High School,STEM,4,50-99,Pvt Ltd,2,96,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000-11000,Pvt Ltd,2,13,0.0
city_103,Male,No relevent experience,no_enrollment,Primary School,STEM,6,50-99,Pvt Ltd,1,34,0.0
city_16,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,1,44,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,5,36,0.0
city_136,Other,No relevent experience,Part time course,Graduate,STEM,1,50-99,Funded Startup,1,45,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,4,50,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,21,0.0
city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1-9,Pvt Ltd,3,41,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Pvt Ltd,5,83,0.0
city_73,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,4,43,1.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,NGO,1,17,0.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1,32,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,60,1.0
city_117,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,1,67,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,15,0.0
city_100,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,0,42,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,5,54,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Public Sector,1,36,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,22,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,0,25,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Funded Startup,1,27,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,47,1.0
city_61,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,0,30,1.0
city_41,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,83,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,106,1.0
city_83,Male,Has relevent experience,Part time course,High School,STEM,1,50-99,Pvt Ltd,1,190,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,7,0.0
city_30,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,1,26,0.0
city_114,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,86,0.0
city_114,Male,Has relevent experience,no_enrollment,High School,STEM,19,50-99,Pvt Ltd,5,163,0.0
city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000-11000,Pvt Ltd,1,256,0.0
city_73,Female,Has relevent experience,Full time course,Masters,STEM,15,100-500,Pvt Ltd,2,32,0.0
city_23,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Pvt Ltd,5,7,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1,178,1.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,28,0.0
city_21,Male,Has relevent experience,Part time course,Graduate,STEM,3,10-49,Pvt Ltd,1,198,0.0
city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,24,0.0
city_115,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,NGO,1,35,0.0
city_78,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,74,1.0
city_114,Male,No relevent experience,no_enrollment,Graduate,Business Degree,11,50-99,Pvt Ltd,1,17,1.0
city_114,Other,No relevent experience,Part time course,High School,STEM,2,10-49,Public Sector,2,13,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,41,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1-9,Pvt Ltd,2,88,0.0
city_16,Male,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,1,57,0.0
city_143,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,3,0.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,12,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,0,100-500,Pvt Ltd,1,22,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,3,52,0.0
city_103,Other,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,3,15,1.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000-11000,Pvt Ltd,2,18,0.0
city_103,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,3,26,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,50-99,Pvt Ltd,1,102,1.0
city_116,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,4,0.0
city_100,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,20,0.0
city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,40,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,22,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000-11000,Pvt Ltd,1,8,1.0
city_103,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,1,98,0.0
city_76,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,54,1.0
city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1-9,Pvt Ltd,0,154,0.0
city_103,Male,Has relevent experience,no_enrollment,High School,STEM,21,1000-4999,Pvt Ltd,2,182,0.0
city_103,Female,No relevent experience,Full time course,Graduate,STEM,4,10000-11000,Public Sector,1,69,0.0
city_145,Male,Has relevent experience,no_enrollment,High School,STEM,6,50-99,Pvt Ltd,5,85,0.0
city_150,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1,83,1.0
city_16,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,1,50,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Funded Startup,1,12,0.0
city_57,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,146,0.0
city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Funded Startup,4,18,0.0
city_142,Male,Has relevent experience,Full time course,Masters,STEM,7,50-99,Early Stage Startup,1,40,1.0
city_21,Male,No relevent experience,no_enrollment,Primary School,STEM,0,50-99,Pvt Ltd,0,56,1.0
city_23,Male,Has relevent experience,no_enrollment,High School,STEM,9,100-500,Funded Startup,1,134,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,5000-9999,Pvt Ltd,5,109,0.0
city_16,Female,Has relevent experience,no_enrollment,Graduate,Humanities,21,50-99,Pvt Ltd,1,28,0.0
city_1,Male,No relevent experience,Full time course,Graduate,STEM,11,50-99,Pvt Ltd,3,194,0.0
city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,89,0.0
city_45,Male,Has relevent experience,Full time course,High School,STEM,8,50-99,Pvt Ltd,1,114,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10-49,Pvt Ltd,5,134,0.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,3,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,40,0.0
city_134,Male,Has relevent experience,no_enrollment,Graduate,No Major,7,1-9,Pvt Ltd,1,47,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Funded Startup,1,66,0.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Public Sector,2,102,0.0
city_84,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,96,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,26,1.0
city_21,Male,No relevent experience,no_enrollment,Masters,STEM,12,1-9,Early Stage Startup,0,306,0.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,4,192,1.0
city_28,Male,No relevent experience,Full time course,High School,STEM,2,500-999,Pvt Ltd,1,54,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000-11000,Pvt Ltd,4,92,1.0
city_90,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,5,155,1.0
city_103,Female,No relevent experience,Full time course,Masters,STEM,21,5000-9999,Public Sector,5,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,5,178,0.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1-9,Early Stage Startup,0,15,0.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000-11000,Pvt Ltd,3,34,0.0
city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,30,0.0
city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1-9,Pvt Ltd,2,46,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0,166,0.0
city_28,Male,Has relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,37,0.0
city_114,Male,No relevent experience,Full time course,Masters,STEM,21,5000-9999,Other,4,108,1.0
city_114,Male,Has relevent experience,Part time course,Masters,STEM,16,50-99,NGO,3,58,0.0
city_67,Female,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,16,1.0
city_136,Male,No relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,0,60,0.0
city_65,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,0,102,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000-11000,Pvt Ltd,5,64,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,2,182,0.0
city_104,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1-9,Funded Startup,3,75,0.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,4,18,0.0
city_160,Male,Has relevent experience,no_enrollment,High School,STEM,21,100-500,Pvt Ltd,1,8,0.0
city_114,Male,No relevent experience,no_enrollment,High School,STEM,2,50-99,Pvt Ltd,1,64,0.0
city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,4,210,0.0
city_103,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,0,48,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,5,10,0.0
city_105,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,11,0.0
city_103,Male,No relevent experience,Part time course,High School,STEM,2,50-99,Pvt Ltd,1,47,1.0
city_36,Male,No relevent experience,no_enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,2,47,0.0
city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,68,0.0
city_165,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10-49,Funded Startup,1,80,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,2,74,0.0
city_114,Male,Has relevent experience,Full time course,Masters,STEM,11,1000-4999,Public Sector,1,13,0.0
city_114,Male,No relevent experience,no_enrollment,High School,STEM,5,50-99,Pvt Ltd,0,81,0.0
city_50,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,0,36,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50-99,Pvt Ltd,2,128,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,3,58,0.0
city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,51,0.0
city_67,Male,Has relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,0,104,0.0
city_162,Male,No relevent experience,Full time course,High School,STEM,4,1-9,Early Stage Startup,1,43,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,4,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1-9,Pvt Ltd,0,50,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Funded Startup,2,184,0.0
city_64,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000-11000,Pvt Ltd,3,258,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,1000-4999,Pvt Ltd,2,18,0.0
city_114,Male,No relevent experience,no_enrollment,Masters,STEM,4,1-9,Pvt Ltd,2,21,0.0
city_73,Male,No relevent experience,Part time course,Masters,STEM,10,10000-11000,Public Sector,2,41,0.0
city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,3,20,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Pvt Ltd,4,17,0.0
city_103,Male,No relevent experience,Part time course,Graduate,STEM,1,50-99,Pvt Ltd,1,128,1.0
city_145,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0,24,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,No Major,0,50-99,Pvt Ltd,1,180,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,2,68,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,21,50-99,Pvt Ltd,1,51,1.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,5,282,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,22,0.0
city_16,Male,No relevent experience,no_enrollment,Primary School,STEM,2,50-99,Pvt Ltd,0,81,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,80,0.0
city_65,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,1,23,0.0
city_126,Male,Has relevent experience,no_enrollment,Phd,Humanities,21,50-99,Pvt Ltd,5,79,1.0
city_103,Male,No relevent experience,no_enrollment,Phd,Humanities,21,1000-4999,Public Sector,2,83,0.0
city_59,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,5,14,1.0
city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1-9,Early Stage Startup,4,50,1.0
city_123,Male,No relevent experience,Full time course,Masters,Other,4,50-99,Pvt Ltd,0,68,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Public Sector,1,112,1.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,12,50-99,Pvt Ltd,4,128,1.0
city_109,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10-49,Pvt Ltd,3,11,0.0
city_100,Male,No relevent experience,Full time course,High School,STEM,9,50-99,Pvt Ltd,2,67,0.0
city_16,Other,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,0,62,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,21,50-99,Pvt Ltd,5,268,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000-11000,Pvt Ltd,1,26,1.0
city_103,Male,No relevent experience,Full time course,High School,STEM,11,10-49,Public Sector,1,44,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,86,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,5,46,0.0
city_74,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,178,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000-11000,Pvt Ltd,1,49,0.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10-49,Pvt Ltd,1,15,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10-49,Pvt Ltd,1,3,0.0
city_55,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,0,29,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,8,1.0
city_100,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,44,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,27,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Early Stage Startup,1,32,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,5,23,0.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,2,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10-49,Pvt Ltd,2,9,0.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,7,10000-11000,Pvt Ltd,3,87,1.0
city_89,Male,Has relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,2,13,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,76,0.0
city_160,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,1,18,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,53,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100-500,Pvt Ltd,5,11,0.0
city_160,Male,Has relevent experience,Full time course,High School,STEM,9,10000-11000,Pvt Ltd,2,45,0.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,5,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,90,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10-49,Pvt Ltd,2,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10-49,Pvt Ltd,3,10,0.0
city_23,Male,Has relevent experience,Part time course,Graduate,STEM,16,10000-11000,Pvt Ltd,1,82,0.0
city_100,Male,No relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,5,26,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0,21,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000-11000,Pvt Ltd,1,107,1.0
city_26,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1-9,Pvt Ltd,2,29,1.0
city_57,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,0,66,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,0,42,1.0
city_158,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,64,0.0
city_98,Male,Has relevent experience,Part time course,High School,STEM,5,1-9,Early Stage Startup,1,61,0.0
city_36,Male,Has relevent experience,no_enrollment,Phd,Humanities,21,10000-11000,Pvt Ltd,5,11,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,222,1.0
city_103,Male,No relevent experience,Full time course,Graduate,Other,9,50-99,Pvt Ltd,0,83,1.0
city_73,Male,No relevent experience,Full time course,Graduate,STEM,0,50-99,Pvt Ltd,0,19,1.0
city_90,Male,No relevent experience,Part time course,Graduate,STEM,18,10-49,Early Stage Startup,1,97,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,5,36,1.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,Other,21,50-99,Pvt Ltd,1,69,0.0
city_128,Male,No relevent experience,Full time course,High School,STEM,0,100-500,NGO,2,57,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000-11000,Public Sector,5,166,0.0
city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1-9,Pvt Ltd,5,226,0.0
city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,21,5000-9999,Other,5,46,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000-11000,Pvt Ltd,0,42,0.0
city_24,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,70,0.0
city_70,Male,No relevent experience,Full time course,High School,STEM,10,10-49,Early Stage Startup,1,102,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,5000-9999,Pvt Ltd,0,67,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,5000-9999,Pvt Ltd,0,194,0.0
city_107,Male,Has relevent experience,Part time course,Masters,STEM,0,50-99,Pvt Ltd,2,14,1.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000-11000,Pvt Ltd,0,12,0.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,5,100,0.0
city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,5,41,0.0
city_21,Female,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,56,0.0
city_16,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,151,0.0
city_114,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,2,43,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,2,500-999,Pvt Ltd,1,40,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10-49,Pvt Ltd,3,42,0.0
city_21,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,0,70,1.0
city_101,Male,Has relevent experience,Part time course,Masters,STEM,12,50-99,Pvt Ltd,4,35,1.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,46,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000-11000,Pvt Ltd,2,149,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000-11000,Pvt Ltd,1,10,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,88,0.0
city_159,Male,Has relevent experience,Full time course,Masters,STEM,8,50-99,Pvt Ltd,1,1,0.0
city_50,Male,Has relevent experience,no_enrollment,High School,STEM,6,1-9,Funded Startup,2,8,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,23,0.0
city_11,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,0,72,1.0
city_93,Male,Has relevent experience,no_enrollment,High School,STEM,5,50-99,Public Sector,3,50,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Pvt Ltd,1,116,0.0
city_21,Male,No relevent experience,no_enrollment,Primary School,STEM,3,50-99,Pvt Ltd,0,14,0.0
city_162,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,55,0.0
city_21,Male,Has relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,0,53,1.0
city_21,Female,No relevent experience,Full time course,Graduate,STEM,5,10-49,Funded Startup,1,32,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,94,0.0
city_21,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,0,166,1.0
city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,56,1.0
city_136,Male,No relevent experience,no_enrollment,Masters,Business Degree,18,50-99,NGO,1,31,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,10-49,Pvt Ltd,1,12,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0,28,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,62,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,1,126,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,165,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,5,79,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,21,500-999,NGO,5,26,1.0
city_16,Male,No relevent experience,no_enrollment,Masters,Humanities,7,100-500,NGO,1,14,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10-49,Pvt Ltd,1,144,0.0
city_104,Male,No relevent experience,no_enrollment,Masters,Arts,5,50-99,Pvt Ltd,2,116,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Funded Startup,4,14,1.0
city_114,Male,No relevent experience,no_enrollment,High School,STEM,7,1-9,Funded Startup,1,46,0.0
city_103,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,0,29,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,0,11,1.0
city_75,Male,No relevent experience,Part time course,High School,STEM,3,50-99,Public Sector,2,57,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10-49,Funded Startup,1,102,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,43,0.0
city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000-11000,Pvt Ltd,5,25,0.0
